id,wikipedia_id,url,question,correct,wrong1,wrong2,wrong3,wrong4,wrong5
ed7d2c0d-dee9-4a68-9fee-77de25e3ce11,171927,https://simple.wikipedia.org/wiki/Interstellar%20medium,What are the most common gases in the interstellar medium?,Hydrogen and helium,Carbon dioxide and methane,Nitrogen and oxygen,Sulfur and phosphorous,Argon and krypton,Iron and mercury
282b761d-0d71-42fa-916d-a3c934553dc4,43205,https://simple.wikipedia.org/wiki/Francisco%20de%20Goya,In what year did Goya return to Spain after living in France?,1826,1824,1825,1827,1828,1823
d6255ca0-adce-41b8-8f97-6e96b82bdc78,273035,https://simple.wikipedia.org/wiki/Data%20loss,What kind of deletion can lead to data loss?,Accidental deletion.,Scheduled deletion.,Manual deletion.,Unintentional deletion.,Permanent deletion.,Controlled deletion.
0a32e7a6-347a-42db-abcf-0005e04a273a,766467,https://simple.wikipedia.org/wiki/Araceli%20Herrero%20Figueroa,What event was occurring during the time of her death?,COVID-19 pandemic,Economic crisis,Natural disaster,Civil unrest,Political election,Cultural celebration
6a30c463-b622-4db9-94ef-8e1c82c019a2,293069,https://simple.wikipedia.org/wiki/Herald%20Sun,When was the Herald Sun first published?,8 October 1990.,1 January 1991.,15 September 1990.,10 October 1990.,5 May 1990.,20 October 1990.
6cd3e081-13ce-4e00-bdcd-6abe9c7815b3,545070,https://simple.wikipedia.org/wiki/Aliya%20Market,What was the location style of Tel Aviv that included Aliya Market?,The White City,The Old City,The Green City,The New City,The Coastal City,The Historic City
fca0cee2-5656-4adb-ac79-e840e017f498,741063,https://simple.wikipedia.org/wiki/Yuva%20Puraskar,What is one of the components of the Yuva Puraskar?,"A cash prize of Rs. 50,000","A cash prize of Rs. 25,000","A cash prize of Rs. 75,000","A cash prize of Rs. 10,000","A cash prize of Rs. 100,000","A cash prize of Rs. 5,000"
8dc53a14-5a9b-4bd0-b94b-07cd0055519e,913610,https://simple.wikipedia.org/wiki/Belt%20%28firearm%29,What type of firearms most commonly use belts?,Machine guns.,Sniper rifles.,Handguns.,Shotguns.,Pistols.,Revolvers.
a7e9a4c2-bbe1-4abe-a51c-2802fa6c4851,871673,https://simple.wikipedia.org/wiki/Alfonso%20Sastre,What is one of Alfonso Sastre's best-known plays?,Death Squad,Warriors of Destiny,Heroes of the Forgotten,Whispers of Time,Shadows in the Night,Fates Rewritten
6553798e-a3cf-4d01-b4f7-99efd31412bf,861102,https://simple.wikipedia.org/wiki/St.%20Gallen%20%28disambiguation%29,What is the primary administrative division of St. Gallen in Switzerland?,Canton,District,Region,Province,City,Municipality
58ca3f32-5f0a-4fab-aa7b-bbe08cfdbe0e,501533,https://simple.wikipedia.org/wiki/Mary%20Jane%20Veloso,What is Mary Jane Veloso's claimed status regarding her charges?,Innocent,Guilty,Undecided,Not applicable,Confused,Remorseful
6b7673e2-5a1b-4925-9890-78d336af7430,592092,https://simple.wikipedia.org/wiki/Jonathan%20Shurberg,What year did Jonathan Shurberg die?,2017,2016,2015,2018,2019,2020
b0933411-0968-466f-bacd-acbd1958d9e1,16050,https://simple.wikipedia.org/wiki/1877,In what year did Asaph Hall discover the two moons of Mars?,1877,1875,1878,1876,1874,1879
888ccf92-ee0e-416f-825f-470b5609d0c1,25239,https://simple.wikipedia.org/wiki/Bay%20of%20Bengal,Which region does the Bay of Bengal border?,Bangladesh,Thailand,Vietnam,Malaysia,Pakistan,Cambodia
d24f6f49-3a12-44d9-b670-e622a61db226,433422,https://simple.wikipedia.org/wiki/Harry%20Caray,What year was Harry Caray born?,1914,1920,1910,1912,1916,1918
e0e57816-2e3c-4631-8f44-92d8702b6e00,116598,https://simple.wikipedia.org/wiki/Rochester%20Cathedral,In what year was Rochester Cathedral originally founded?,604 AD,500 AD,700 AD,800 AD,900 AD,1000 AD
a3706c10-0cce-4e63-bbb3-4923a4a112e1,27211,https://simple.wikipedia.org/wiki/Saint%20Peter,Who considers Saint Peter a saint?,Roman Catholic Church,Jewish Church,Lutheran Church,Muslim Church,Buddhist Church,Hindu Church
ebb303ea-c6f9-464e-a1f8-41b0bd5a757d,662778,https://simple.wikipedia.org/wiki/Susquehanna%20River,What is the length of the Susquehanna River?,"At long, it is the longest river on the East Coast.","At short, it is the longest river on the West Coast.","At medium, it is the shortest river on the East Coast.","At long, it is the longest river in the Midwest.","At long, it is the shortest river in the United States.","At long, it is the longest river in South America."
28eb242a-31f5-4855-b6c9-710d12071a0a,759306,https://simple.wikipedia.org/wiki/COVID-19%20pandemic%20in%20Burundi,How many initial cases of COVID-19 were confirmed in Burundi on 31 March?,Two cases,One case,Three cases,Four cases,Five cases,Six cases
9763f54a-51a7-4b3d-a928-1928b0b2a039,457289,https://simple.wikipedia.org/wiki/Oribe%20Peralta,What significant achievement did Oribe Peralta accomplish at the 2012 Olympic football tournament?,Scored two goals in the final match,Won the best player award,Scored one goal in the semifinal match,Gave an assist in the final match,Scored three goals in the tournament,Was the top scorer of the tournament
aee139d1-9956-4f86-9def-123663db0755,57047,https://simple.wikipedia.org/wiki/Fran%C3%A7ois-Joseph%20Gossec,Which piece of dance music is François-Joseph Gossec famous for?,Tambourin,Minuet,Waltz,Quadrille,Polka,Gavotte
2625e5b4-9b2d-4d3c-b494-efa32f64a62d,750167,https://simple.wikipedia.org/wiki/V%C3%B6lkermarkt%20District,How many municipalities are there in Völkermarkt District?,13,10,15,12,8,18
206340d0-2853-4bae-a109-ff8a3cca29e9,718981,https://simple.wikipedia.org/wiki/Emmett%20Chappelle,What was the cause of Emmett W. Chappelle's death?,Kidney failure,Heart failure,Liver failure,Cancer,Stroke,Respiratory failure
9fd36ef9-ef70-4804-96a2-635976429c0f,654654,https://simple.wikipedia.org/wiki/Mary%20Joe%20Fern%C3%A1ndez,How many doubles finals has Mary Joe Fernández participated in on the WTA Tour?,43,40,38,45,50,33
10d4f462-6112-4a99-8e3a-e5c1cfec7d6b,554940,https://simple.wikipedia.org/wiki/Seven%20Kings%20School,What distinction did Seven Kings High School receive from Ofsted in 2007?,Grade 1 or an 'outstanding',Grade 2 or a 'good',Grade 3 or a 'satisfactory',Grade 1 or a 'very good',Grade 4 or an 'inadequate',Grade 5 or an 'excellent'
e9574e9a-39d0-426e-affa-b1685b197ce0,1012161,https://simple.wikipedia.org/wiki/Yellow%20Flicker%20Beat,What position did 'Yellow Flicker Beat' reach in Canada?,Number 21,Number 19,Number 25,Number 26,Number 23,Number 20
8cd559a6-978d-4dc2-a7a2-a9a35ced80ce,628003,https://simple.wikipedia.org/wiki/Emmett%20Hulcy%20Tidd,In which year did Emmett Hulcy Tidd retire from the Navy?,1976,1980,1978,1974,1972,1982
4d7b8ab5-309e-428b-ac16-6ce5fe501a6d,571714,https://simple.wikipedia.org/wiki/Dave%20Adolph,How old was Dave Adolph when he died?,79,78,80,81,76,77
43d68e7d-92e7-4b11-b41d-5112938b953d,52999,https://simple.wikipedia.org/wiki/Buoyancy,Which of the following is an application of buoyancy?,Balloons and blimps using lighter-than-air gases.,Diving suits weighing heavier than water.,Blocks of ice that sink to the bottom.,Weights that are permanently submerged.,Heavy machinery operating underwater.,Sculptures made entirely of metal.
e5a82071-e9a4-4f32-b9a5-fd002007a65d,793227,https://simple.wikipedia.org/wiki/Allan%20Savory,When was Allan Savory born?,15 September 1935,15 September 1940,15 August 1935,15 October 1935,15 September 1925,15 September 1945
a8b69f70-adbb-4154-81d7-442916ea1a0a,575083,https://simple.wikipedia.org/wiki/Mohamed%20Cheikh%20Ould%20Mkhaitir,What action did the editor of Aqlame take regarding Mohamed's article?,The article was taken down.,The article was promoted widely.,The article was translated into multiple languages.,The article was reissued in a book.,The article was rewritten and republished.,The article was ignored completely.
69761112-a218-495d-bb36-e3e01decd32e,146499,https://simple.wikipedia.org/wiki/Saving%20Abel,What is the name of the album released by Saving Abel in 2014?,Blood Stained Revolution,Bringing Down the Giant,Saving Abel,Miss America,Addicted,Empty Spaces
04bd152a-d179-4986-af16-b8209c5b4133,266326,https://simple.wikipedia.org/wiki/Aristotle%20Onassis,What was the name of Aristotle Onassis's luxury yacht?,Christina,Athena,Ariadne,Elysium,Odyssey,Parthenon
a80db0b2-f409-49c4-abbd-499f80232372,449380,https://simple.wikipedia.org/wiki/Army%20of%20the%20Cumberland,How many significant battles are mentioned that were fought by the Army of the Cumberland?,Three,Four,Five,Two,One,Six
690279d8-4d69-4731-97e7-0d4a4eee5a04,606493,https://simple.wikipedia.org/wiki/Taeyeon,What year did Taeyeon join SM the Ballad?,2014,2013,2015,2016,2012,2011
571ff8e9-64af-484a-9198-78d12c887c44,189953,https://simple.wikipedia.org/wiki/Steve%20McNair,How many years was McNair's contract that he signed after the Super Bowl season?,Six years,Three years,Five years,Four years,Seven years,Eight years
22d3fed9-0f5c-4a7b-b1fa-780b0ec0421c,249392,https://simple.wikipedia.org/wiki/Affix,What is an affix?,A piece added to a word that signals or changes its role in a sentence.,A synonym for a word that alters its meaning.,A type of punctuation used in sentences.,A term related to sentence structure.,A part of speech that can exist independently.,A grammatical rule for word formation.
f23121f2-ea46-4999-b23c-f4fece3331f1,307890,https://simple.wikipedia.org/wiki/Pallas,What relationship did Pallas have with Crius?,Son,Father,Brother,Cousin,Nephew,Uncle
8ab807f6-088c-419c-af6a-7110614a416f,138586,https://simple.wikipedia.org/wiki/Real-time%20computing,What is the required reaction time for an airbag system?,Around 1 millisecond.,Approximately 500 milliseconds.,Around 10 seconds for optimal performance.,Within 100 milliseconds for effectiveness.,About 2 seconds to ensure safety.,Roughly 5 milliseconds for minimum response.
8e3ebdd8-b83f-44cc-be37-94a60daa365c,839518,https://simple.wikipedia.org/wiki/City%20of%20London%20swords,Who returned the Pearl Sword to the Lord Mayor of London during their visit in 1641?,Charles I,George II,James I,William III,Henry VIII,Edward VI
85e5488e-cee6-46ab-b58b-7511d3f2359a,426108,https://simple.wikipedia.org/wiki/Hyun%20Soong-jong,When did Hyun Soong-jong celebrate his last birthday?,"February 26, 2020","February 26, 2019","March 26, 2020","January 26, 2020","February 26, 2021","April 15, 2020"
fc1696f4-a823-4897-8c2a-6584317b7524,448026,https://simple.wikipedia.org/wiki/Michael%20Glawogger,Where was Michael Glawogger born?,Graz,Vienna,Salzburg,Innsbruck,Linz,Budapest
2e255fb4-97dc-4e93-9bf1-6c1bb871bca2,348263,https://simple.wikipedia.org/wiki/Eleutherodactylus,How many species are there in the genus Eleutherodactylus?,185,150,200,120,180,250
bbedb84a-9e82-4652-a84e-1144bd70e865,27775,https://simple.wikipedia.org/wiki/Hydrogen%20economy,What primary purpose does a hydrogen economy serve?,To replace the use of petroleum,To enhance the use of fossil fuels,To increase carbon emissions,To maximize the reliance on natural gas,To promote the use of coal,To develop more nuclear energy systems
34135456-c3fa-4fe0-bb04-3347454f49b0,693789,https://simple.wikipedia.org/wiki/Kadir%20M%C4%B1s%C4%B1ro%C4%9Flu,When was Kadir Mısıroğlu born?,24 January 1933,24 February 1933,24 January 1935,24 January 1930,24 March 1933,24 January 1932
2fcd0038-268d-4b88-a9f3-fd0d2166376c,796500,https://simple.wikipedia.org/wiki/Paul%20Matters,How old was Paul Matters when he died?,68 years old,69 years old,67 years old,66 years old,70 years old,65 years old
43e36a8a-2929-41ef-9ca7-eb19710cc334,841245,https://simple.wikipedia.org/wiki/Monroe%20Hayward,Which army did Monroe Hayward serve in during the Civil War?,Union Army,Confederate Army,Continental Army,Federal Army,State Guard,National Army
309841d4-7e00-4c03-bb0a-1c8df19015c2,803704,https://simple.wikipedia.org/wiki/Singer%202019,In what city is Hunan Broadcasting System Radio and Television Center located?,Changsha,Wuhan,Guangzhou,Shenzhen,Nanchang,Zhuhai
0bbf7a35-444b-4fb1-8845-13c39a4f96da,192144,https://simple.wikipedia.org/wiki/Hagerstown%2C%20Maryland,In which region of Maryland is Hagerstown located?,Western Maryland,Southern Maryland,Eastern Shore,Central Maryland,Northern Maryland,Capitol Region
fe56c4f0-076f-4de1-86e9-66511f8cf230,917824,https://simple.wikipedia.org/wiki/June%20Jackson,In what year did June Jackson begin her tenure at the Manukau Urban Māori Authority?,1986,1985,1987,1989,1990,1988
1fb7af54-237d-4a34-b33d-7b48f00330ea,314726,https://simple.wikipedia.org/wiki/Kimmeridge%20clay,What major resource is primarily derived from Kimmeridge clay?,Oil fields in the North Sea,Natural gas in the North Atlantic,Coal deposits in the Midlands,Copper mines in Wales,Iron ore in Scotland,Uranium sources in Ireland
5e2a0294-1261-454d-9ace-450ca0fa2fd6,529956,https://simple.wikipedia.org/wiki/Farmington,Which Farmington is listed on the National Register of Historic Places in King and Queen County?,"Farmington (St. Stephens Church, Virginia)",Farmington Institute for Christian Studies at Oxford,"Farmington (Albemarle County, Virginia)","Farmington Township, Pennsylvania","Farmington, Missouri","Farmington, New Hampshire"
a05acf9c-432d-46de-af75-42aafaf7a8e9,1003222,https://simple.wikipedia.org/wiki/Marina,What types of bodies of water can house a marina?,Canals and rivers,Only oceans and seas,Mountain lakes and ponds,Artificial lakes exclusively,Only tidal estuaries,Deep lakes only
3cd0a441-b39a-4d18-8f67-19e7d2db0c55,907692,https://simple.wikipedia.org/wiki/Tom%20Veitch,How old was Tom Veitch at the time of his death?,80 years old,75 years old,85 years old,70 years old,78 years old,72 years old
9922bf11-fe4c-4aeb-b674-c53e6f4ec0aa,953559,https://simple.wikipedia.org/wiki/Raphael%20Bouju,Which country does Raphael Bouju represent?,Netherlands,Belgium,France,Germany,Sweden,Italy
1ab95a7c-fd8c-4619-a332-7ad1f7d75165,7235,https://simple.wikipedia.org/wiki/Conservatism,What does religious conservatism apply to politics?,A specific religion.,A secular ideology.,A universal set of values.,A belief in pluralism and diversity.,A focus on environmental ethics.,A commitment to scientific rationalism.
cba8806e-912a-45f0-9ce8-2585bea7ac5e,762262,https://simple.wikipedia.org/wiki/Siilinj%C3%A4rvi%20carbonatite,When was the Siilinjärvi carbonatite complex discovered?,In 1950.,In 1945.,In 1955.,In 1960.,In 1970.,In 1980.
99e561ef-7133-45f7-abd3-936e5f704440,413885,https://simple.wikipedia.org/wiki/Television%20movie,What is another term for a television movie?,television film,film series,theatrical production,documentary feature,cinematic release,animated special
64340bb6-220c-4475-acf1-49660be3f3e2,402627,https://simple.wikipedia.org/wiki/Oceanus%20Hopkins,What does the name 'Oceanus' mean in Latin?,ocean,river,sea,lake,bay,island
4e9eaa5c-d88c-4695-a3d9-456d5f53b430,191399,https://simple.wikipedia.org/wiki/Vale%20of%20Glamorgan%20Railway,What has the Vale of Glamorgan Railway recently done due to the breakdown of talks with Cambrian Transport?,Sold assets,Increased funding,Expanded operations,Opened new routes,Launched a new service,Renovated existing stock
014fee65-7da5-4a3d-9c7a-5bb5bfcab5c1,692415,https://simple.wikipedia.org/wiki/Les%20Murray%20%28poet%29,Who was an Australian poet and critic born in Nabiac?,Leslie Allan Murray,Leslie Allan Moore,Lester Allen Murray,Leslie Adrian Murray,Les Adams Murray,Lester Allan Moore
5f11e618-a042-4bdf-8b95-ea04cc86e1c0,348129,https://simple.wikipedia.org/wiki/Dermestidae,How many species of dermestids are estimated to exist?,500 to 700 species,300 to 400 species,700 to 800 species,400 to 600 species,200 to 300 species,800 to 900 species
b3c07e69-0810-457b-8f78-0f76dc2d9729,268905,https://simple.wikipedia.org/wiki/Chemical%20composition,What does chemical composition refer to?,"The arrangement, type, and ratio of atoms in molecules of chemical substances.",The methods used to combine various chemical substances.,The properties of chemical substances based on temperature.,The visual characteristics of chemical substances in solutions.,The process of synthesizing new chemical compounds.,The temperature changes during chemical reactions in solutions.
